accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.8766603415559773,0.7418089349227834,0.830133426160364,0.769082162717968,0.889257186059264,0.8766603415559773,0.8789367612367672
